timestamp,session_id,page,source,device,duration,bounce
2025-08-15 01:07:53.745682,S0000038171,/product/checkout,social,tablet,27,0
2025-08-14 09:50:40.745682,S0000039348,/blog/article-1,social,tablet,115,0
2025-08-14 06:20:31.745682,S0000040160,/,organic,mobile,165,0
2025-08-14 19:03:34.745682,S0000041791,/,referral,desktop,17,0
2025-08-14 17:09:06.745682,S0000042784,/product,organic,mobile,48,0
2025-08-14 18:26:58.745682,S0000043866,/,referral,desktop,1,0
2025-08-14 05:18:17.745682,S0000044775,/product,direct,mobile,24,0
2025-08-15 02:29:46.745682,S0000045799,/blog/article-2,organic,desktop,46,0
2025-08-14 20:05:38.745682,S0000046569,/,organic,mobile,26,0
2025-08-15 02:54:24.745682,S0000047052,/,social,desktop,110,0
2025-08-14 13:33:42.745682,S0000048046,/product,organic,desktop,209,0
2025-08-15 01:09:36.745682,S0000049830,/blog/article-1,direct,desktop,12,0
2025-08-14 04:57:59.745682,S0000050392,/product,organic,tablet,35,0
2025-08-14 06:06:06.745682,S0000051559,/,social,mobile,43,0
2025-08-14 09:21:33.745682,S0000052789,/product,organic,mobile,10,0
2025-08-14 21:41:58.745682,S0000053219,/,organic,mobile,72,0
2025-08-14 14:26:16.745682,S0000054340,/blog/article-1,organic,desktop,30,0
2025-08-14 23:38:34.745682,S0000055179,/pricing,referral,mobile,116,0
2025-08-14 05:55:40.745682,S0000056015,/,referral,desktop,52,1
2025-08-14 09:40:00.745682,S0000057907,/pricing,referral,desktop,47,1
2025-08-14 15:17:13.745682,S0000058167,/product,organic,desktop,6,0
2025-08-14 12:14:39.745682,S0000059848,/contact,organic,mobile,24,0
2025-08-14 10:18:07.745682,S0000060195,/product,organic,tablet,2,0
2025-08-14 16:59:14.745682,S0000061868,/product,direct,tablet,31,0
2025-08-14 22:50:39.745682,S0000062095,/,social,mobile,33,0
2025-08-14 23:39:39.745682,S0000063872,/pricing,paid,desktop,29,0
2025-08-14 15:44:43.745682,S0000064176,/,social,mobile,26,1
2025-08-14 19:04:23.745682,S0000065383,/blog/article-1,paid,desktop,5,0
2025-08-14 07:44:19.745682,S0000066468,/product,direct,mobile,5,0
2025-08-14 07:45:03.745682,S0000067397,/blog/article-2,organic,mobile,25,0
2025-08-15 00:43:16.745682,S0000068008,/product,referral,desktop,5,0
2025-08-14 15:30:10.745682,S0000069392,/product,direct,desktop,5,1
2025-08-14 08:28:56.745682,S0000070364,/pricing,direct,tablet,256,0
2025-08-14 14:37:18.745682,S0000071251,/,direct,mobile,33,1
2025-08-14 08:56:54.745682,S0000072450,/,organic,mobile,81,0
2025-08-14 11:43:19.745682,S0000073360,/product,referral,desktop,30,0
2025-08-14 11:18:09.745682,S0000074823,/blog/article-2,organic,mobile,228,0
2025-08-14 10:21:28.745682,S0000075885,/product/checkout,social,desktop,71,0
2025-08-15 00:34:15.745682,S0000076232,/,organic,tablet,71,0
2025-08-14 16:09:19.745682,S0000077952,/product,social,desktop,30,0
2025-08-14 12:53:52.745682,S0000078121,/,paid,desktop,52,0
2025-08-14 05:59:24.745682,S0000079703,/blog/article-1,organic,desktop,31,0
2025-08-15 03:39:33.745682,S0000080908,/product,direct,tablet,77,0
2025-08-14 22:51:14.745682,S0000081823,/product,paid,desktop,31,0
2025-08-14 06:59:04.745682,S0000082238,/,paid,desktop,210,0
2025-08-14 17:34:29.745682,S0000083928,/blog/article-1,organic,desktop,3,1
2025-08-14 09:45:13.745682,S0000084708,/product/checkout,social,mobile,87,1
2025-08-14 13:35:30.745682,S0000085082,/,paid,desktop,184,0
2025-08-14 10:44:38.745682,S0000086448,/product,referral,desktop,7,0
2025-08-14 20:45:46.745682,S0000087437,/product,paid,mobile,48,0
2025-08-14 11:23:34.745682,S0000088762,/blog/article-1,organic,desktop,84,0
2025-08-14 15:02:50.745682,S0000089074,/,organic,desktop,25,0
2025-08-14 06:34:30.745682,S0000090334,/blog/article-1,social,desktop,43,0
2025-08-15 00:08:22.745682,S0000091758,/blog/article-2,referral,mobile,36,0
2025-08-14 10:11:32.745682,S0000092851,/blog/article-1,social,desktop,23,0
2025-08-14 07:59:04.745682,S0000093970,/,organic,desktop,9,0
2025-08-14 11:20:00.745682,S0000094899,/,organic,mobile,38,0
2025-08-15 01:40:26.745682,S0000095060,/,organic,desktop,19,0
2025-08-15 02:39:41.745682,S0000096837,/,paid,desktop,27,0
2025-08-15 03:22:27.745682,S0000097072,/,paid,mobile,43,0
2025-08-14 19:18:45.745682,S0000098336,/,direct,mobile,12,0
2025-08-15 03:34:47.745682,S0000099055,/blog/article-1,referral,desktop,37,0
2025-08-14 05:55:50.745682,S0000100698,/,direct,mobile,43,0
2025-08-14 14:16:43.745682,S0000101014,/,direct,desktop,49,0
2025-08-14 06:22:38.745682,S0000102473,/blog/article-2,organic,desktop,38,0
2025-08-15 03:28:01.745682,S0000103108,/blog/article-1,paid,mobile,48,0
2025-08-14 11:06:44.745682,S0000104594,/pricing,organic,mobile,56,0
2025-08-15 01:46:59.745682,S0000105876,/,social,desktop,15,0
2025-08-15 00:43:52.745682,S0000106515,/product,organic,mobile,3,0
2025-08-14 11:32:27.745682,S0000107542,/blog/article-1,social,desktop,30,1
2025-08-14 04:40:46.745682,S0000108880,/blog/article-1,direct,mobile,76,0
2025-08-14 17:34:03.745682,S0000109172,/product,organic,desktop,33,0
2025-08-14 14:55:05.745682,S0000110139,/,referral,desktop,52,0
2025-08-14 17:48:11.745682,S0000111672,/pricing,paid,mobile,47,0
2025-08-14 06:06:56.745682,S0000112641,/,organic,desktop,7,0
2025-08-14 12:02:23.745682,S0000113418,/,social,mobile,201,0
2025-08-14 07:01:36.745682,S0000114458,/product/checkout,organic,desktop,81,0
2025-08-14 06:18:00.745682,S0000115348,/,direct,desktop,10,0
2025-08-14 10:00:11.745682,S0000116378,/blog/article-2,social,desktop,53,0
2025-08-14 21:05:36.745682,S0000117294,/product,direct,mobile,46,0
2025-08-14 07:11:53.745682,S0000118664,/pricing,organic,mobile,4,0
2025-08-14 07:47:11.745682,S0000119946,/blog/article-1,organic,mobile,70,0
2025-08-15 00:27:33.745682,S0000120288,/blog/article-2,direct,mobile,9,0
2025-08-14 22:33:33.745682,S0000121410,/product,organic,mobile,86,1
2025-08-14 16:50:01.745682,S0000122117,/product,organic,mobile,8,0
2025-08-14 10:13:52.745682,S0000123260,/blog/article-1,organic,mobile,1,0
2025-08-15 01:40:12.745682,S0000124291,/product,paid,mobile,191,0
2025-08-14 08:15:28.745682,S0000125022,/blog/article-1,social,desktop,52,0
2025-08-14 09:28:17.745682,S0000126992,/,direct,tablet,49,0
2025-08-14 21:23:28.745682,S0000127804,/product,organic,mobile,55,0
2025-08-14 16:57:36.745682,S0000128296,/product/checkout,paid,desktop,251,0
2025-08-14 09:59:45.745682,S0000129000,/product,paid,mobile,30,0
2025-08-14 20:37:54.745682,S0000130435,/product,referral,desktop,32,1
2025-08-15 01:03:58.745682,S0000131385,/blog/article-1,paid,tablet,53,0
2025-08-15 02:35:55.745682,S0000132181,/,paid,desktop,147,0
2025-08-14 05:58:06.745682,S0000133665,/,referral,desktop,194,0
2025-08-14 19:19:42.745682,S0000134341,/,social,mobile,54,0
2025-08-14 05:20:11.745682,S0000135890,/product,organic,desktop,58,0
2025-08-15 00:52:56.745682,S0000136423,/blog/article-2,organic,mobile,45,0
2025-08-14 15:12:09.745682,S0000137113,/blog/article-1,direct,desktop,24,0
2025-08-14 18:11:39.745682,S0000138799,/,direct,mobile,96,1
2025-08-14 11:58:48.745682,S0000139177,/product,organic,mobile,17,0
2025-08-14 22:12:39.745682,S0000140327,/,direct,desktop,63,0
2025-08-14 22:40:58.745682,S0000141802,/,direct,mobile,106,0
2025-08-14 23:04:47.745682,S0000142943,/,referral,mobile,113,0
2025-08-14 16:16:43.745682,S0000143547,/contact,direct,tablet,58,0
2025-08-14 08:54:47.745682,S0000144385,/pricing,organic,mobile,25,0
2025-08-14 22:00:45.745682,S0000145939,/,social,mobile,7,0
2025-08-14 23:26:11.745682,S0000146726,/product,organic,desktop,18,0
2025-08-14 21:31:43.745682,S0000147200,/,direct,tablet,44,0
2025-08-15 01:21:01.745682,S0000148074,/product,paid,mobile,41,0
2025-08-14 10:48:29.745682,S0000149152,/blog/article-1,direct,desktop,9,0
2025-08-15 03:11:51.745682,S0000150645,/product,organic,mobile,40,0
2025-08-14 07:53:13.745682,S0000151921,/blog/article-1,direct,desktop,26,1
2025-08-14 21:37:29.745682,S0000152818,/,direct,desktop,108,0
2025-08-15 00:44:44.745682,S0000153112,/product,referral,tablet,30,1
2025-08-14 10:42:01.745682,S0000154761,/,organic,mobile,3,0
2025-08-14 17:15:49.745682,S0000155481,/blog/article-2,paid,desktop,25,0
2025-08-14 04:39:49.745682,S0000156938,/blog/article-2,paid,desktop,4,0
2025-08-15 01:31:55.745682,S0000157477,/,organic,desktop,98,1
2025-08-14 10:37:29.745682,S0000158329,/product,paid,desktop,190,0
2025-08-14 08:03:03.745682,S0000159660,/product,direct,mobile,236,1
2025-08-15 02:09:43.745682,S0000160570,/product/checkout,social,desktop,73,1
2025-08-14 08:01:51.745682,S0000161793,/blog/article-2,social,desktop,71,0
2025-08-15 03:01:28.745682,S0000162839,/product/checkout,social,desktop,118,0
2025-08-14 14:59:54.745682,S0000163442,/product,organic,mobile,15,0
2025-08-15 02:34:34.745682,S0000164130,/product,organic,mobile,4,0
2025-08-14 06:29:29.745682,S0000165515,/product,organic,mobile,130,0
2025-08-15 03:04:54.745682,S0000166449,/,direct,desktop,124,0
2025-08-14 18:07:52.745682,S0000167607,/product,social,desktop,87,0
2025-08-15 01:11:41.745682,S0000168747,/blog/article-2,direct,tablet,87,0
2025-08-14 05:35:59.745682,S0000169339,/product,organic,desktop,26,0
2025-08-14 20:05:48.745682,S0000170145,/,organic,desktop,263,0
2025-08-15 03:03:37.745682,S0000171888,/product,organic,tablet,92,0
2025-08-14 15:05:02.745682,S0000172806,/product,social,desktop,57,0
2025-08-15 02:59:24.745682,S0000173771,/,social,mobile,56,0
2025-08-15 02:04:18.745682,S0000174106,/,organic,desktop,90,0
2025-08-14 18:47:57.745682,S0000175053,/product/checkout,direct,tablet,316,0
2025-08-14 06:46:26.745682,S0000176418,/product,referral,desktop,101,0
2025-08-14 06:40:16.745682,S0000177892,/blog/article-2,paid,mobile,5,1
2025-08-14 11:16:43.745682,S0000178634,/,direct,tablet,118,0
2025-08-14 16:27:29.745682,S0000179260,/product,organic,desktop,1,0
2025-08-15 00:19:20.745682,S0000180601,/blog/article-2,social,desktop,134,1
2025-08-14 07:17:25.745682,S0000181223,/blog/article-1,social,mobile,65,0
2025-08-15 04:36:00.745682,S0000182146,/product,organic,desktop,10,0
2025-08-14 19:01:25.745682,S0000183344,/product/checkout,organic,mobile,12,1
2025-08-14 18:27:17.745682,S0000184825,/blog/article-1,direct,desktop,102,0
2025-08-14 16:27:43.745682,S0000185926,/,paid,mobile,17,0
2025-08-14 21:26:30.745682,S0000186666,/product/checkout,referral,desktop,60,0
2025-08-14 04:55:36.745682,S0000187325,/,organic,desktop,110,0
2025-08-14 12:03:09.745682,S0000188988,/product,organic,mobile,176,0
2025-08-15 02:58:44.745682,S0000189917,/product,paid,desktop,4,1
2025-08-14 11:15:50.745682,S0000190703,/product,organic,mobile,54,0
2025-08-14 20:35:01.745682,S0000191906,/product,organic,mobile,17,0
2025-08-14 07:54:34.745682,S0000192429,/blog/article-1,social,desktop,115,0
2025-08-15 01:44:21.745682,S0000193074,/,organic,mobile,63,0
2025-08-14 16:59:02.745682,S0000194747,/,direct,tablet,116,1
2025-08-14 22:15:45.745682,S0000195452,/product/checkout,organic,mobile,15,0
2025-08-14 11:59:20.745682,S0000196792,/product,paid,desktop,47,0
2025-08-14 06:15:05.745682,S0000197604,/product,direct,mobile,85,0
2025-08-15 03:40:08.745682,S0000198939,/,social,mobile,95,0
2025-08-14 07:51:05.745682,S0000199893,/product,organic,desktop,40,0
2025-08-14 06:03:58.745682,S0000200500,/,direct,desktop,36,0
2025-08-14 12:01:58.745682,S0000201319,/pricing,social,mobile,64,0
2025-08-14 18:52:04.745682,S0000202101,/product,direct,mobile,9,0
2025-08-14 19:09:58.745682,S0000203671,/,paid,desktop,25,0
2025-08-14 21:46:50.745682,S0000204864,/blog/article-1,organic,desktop,2,0
2025-08-14 18:33:18.745682,S0000205102,/,paid,mobile,96,0
2025-08-14 07:10:07.745682,S0000206427,/,referral,mobile,1,1
2025-08-14 11:52:24.745682,S0000207552,/product,direct,mobile,97,0
2025-08-14 11:32:35.745682,S0000208382,/,direct,mobile,101,0
2025-08-14 20:19:35.745682,S0000209808,/,organic,mobile,53,0
2025-08-14 05:04:49.745682,S0000210300,/blog/article-2,organic,desktop,81,1
2025-08-14 05:18:05.745682,S0000211694,/,organic,desktop,63,0
2025-08-14 05:27:29.745682,S0000212058,/contact,organic,mobile,4,0
2025-08-14 12:59:16.745682,S0000213816,/product,direct,mobile,33,0
2025-08-14 11:51:32.745682,S0000214381,/product/checkout,organic,mobile,51,0
2025-08-14 13:29:49.745682,S0000215865,/blog/article-1,direct,tablet,32,0
2025-08-14 09:35:07.745682,S0000216185,/product,organic,mobile,59,0
2025-08-14 12:16:59.745682,S0000217793,/product,social,desktop,16,1
2025-08-14 13:51:11.745682,S0000218292,/product,paid,desktop,122,0
2025-08-15 00:07:44.745682,S0000219230,/pricing,paid,desktop,29,1
2025-08-14 23:26:18.745682,S0000220162,/contact,organic,mobile,8,1
2025-08-14 19:09:22.745682,S0000221706,/blog/article-1,organic,desktop,66,0
2025-08-14 06:23:25.745682,S0000222275,/blog/article-2,social,desktop,26,0
2025-08-14 14:37:55.745682,S0000223932,/pricing,paid,mobile,73,0
2025-08-15 03:47:19.745682,S0000224718,/blog/article-2,paid,desktop,259,0
2025-08-14 04:43:30.745682,S0000225796,/contact,organic,desktop,5,0
2025-08-14 22:28:27.745682,S0000226205,/product,organic,desktop,69,0
2025-08-14 17:13:21.745682,S0000227305,/product/checkout,paid,desktop,44,0
2025-08-15 02:37:50.745682,S0000228851,/,organic,desktop,168,0
2025-08-14 07:29:14.745682,S0000229340,/,referral,desktop,121,0
2025-08-14 18:04:09.745682,S0000230310,/product/checkout,organic,desktop,16,0
2025-08-14 22:56:07.745682,S0000231743,/product,organic,mobile,150,0
2025-08-15 02:37:43.745682,S0000232975,/product,referral,mobile,25,0
2025-08-14 09:23:36.745682,S0000233965,/,direct,tablet,83,0
2025-08-15 04:17:59.745682,S0000234488,/,referral,mobile,155,0
2025-08-14 14:44:10.745682,S0000235593,/product,organic,mobile,28,0
2025-08-14 19:04:13.745682,S0000236654,/blog/article-2,referral,mobile,28,0
2025-08-15 03:48:09.745682,S0000237304,/blog/article-2,organic,desktop,53,0
2025-08-14 21:22:42.745682,S0000238961,/blog/article-1,organic,mobile,43,0
2025-08-14 13:21:17.745682,S0000239220,/,organic,desktop,52,0
2025-08-15 01:08:19.745682,S0000240943,/blog/article-2,direct,mobile,44,0
2025-08-14 22:27:15.745682,S0000241335,/contact,direct,desktop,157,0
2025-08-15 02:29:01.745682,S0000242140,/pricing,organic,desktop,17,0
2025-08-14 14:45:07.745682,S0000243668,/product,paid,desktop,56,0
2025-08-14 17:08:25.745682,S0000244588,/blog/article-1,organic,desktop,68,0
2025-08-15 00:48:37.745682,S0000245158,/product,organic,mobile,17,1
2025-08-14 08:01:18.745682,S0000246774,/product,organic,mobile,7,0
2025-08-14 22:49:18.745682,S0000247117,/blog/article-1,paid,mobile,62,0
2025-08-15 01:35:17.745682,S0000248681,/product,organic,desktop,90,0
2025-08-14 20:09:15.745682,S0000249611,/blog/article-1,referral,desktop,58,0
2025-08-14 22:28:23.745682,S0000250560,/product,direct,desktop,6,0
2025-08-14 09:05:43.745682,S0000251418,/blog/article-2,paid,desktop,29,0
2025-08-14 06:42:30.745682,S0000252920,/product/checkout,organic,mobile,31,0
2025-08-14 13:30:39.745682,S0000253936,/product,social,desktop,6,0
2025-08-15 01:50:58.745682,S0000254287,/,organic,desktop,134,0
2025-08-14 13:21:36.745682,S0000255352,/,organic,desktop,43,0
2025-08-14 07:38:05.745682,S0000256427,/,paid,mobile,63,0
2025-08-14 17:10:42.745682,S0000257258,/,organic,desktop,27,1
2025-08-14 07:20:15.745682,S0000258797,/,paid,desktop,195,0
2025-08-14 23:47:19.745682,S0000259310,/blog/article-2,organic,desktop,84,0
2025-08-14 10:13:52.745682,S0000260979,/blog/article-1,organic,desktop,219,0
2025-08-14 22:04:00.745682,S0000261363,/,referral,desktop,17,0
2025-08-14 06:00:24.745682,S0000262160,/blog/article-2,paid,desktop,3,0
2025-08-14 06:15:11.745682,S0000263113,/,organic,desktop,16,0
2025-08-14 15:13:16.745682,S0000264701,/blog/article-1,referral,mobile,151,0
2025-08-14 05:52:46.745682,S0000265315,/product,organic,tablet,7,0
2025-08-14 14:15:23.745682,S0000266157,/product,direct,mobile,93,0
2025-08-15 01:08:49.745682,S0000267398,/blog/article-1,organic,mobile,25,1
2025-08-14 18:13:44.745682,S0000268265,/product,organic,mobile,153,0
2025-08-14 13:16:24.745682,S0000269821,/product,organic,tablet,104,0
2025-08-14 09:27:56.745682,S0000270536,/,organic,mobile,7,0
2025-08-15 01:16:39.745682,S0000271845,/product,organic,mobile,1,0
2025-08-14 21:27:54.745682,S0000272059,/pricing,organic,mobile,12,0
2025-08-14 20:06:46.745682,S0000273778,/product,referral,desktop,33,0
2025-08-14 21:45:17.745682,S0000274328,/product,organic,desktop,70,0
2025-08-14 17:39:40.745682,S0000275614,/,organic,desktop,11,0
2025-08-14 20:28:58.745682,S0000276062,/product,organic,mobile,26,0
2025-08-14 12:18:54.745682,S0000277525,/,organic,tablet,17,0
2025-08-14 06:27:57.745682,S0000278245,/product,paid,mobile,12,0
2025-08-14 21:25:57.745682,S0000279212,/product,referral,desktop,4,0
2025-08-14 16:09:13.745682,S0000280994,/,referral,desktop,18,0
2025-08-14 07:37:58.745682,S0000281707,/product,organic,mobile,99,0
2025-08-14 13:09:09.745682,S0000282421,/pricing,social,desktop,6,0
2025-08-14 22:36:10.745682,S0000283571,/,organic,tablet,17,0
2025-08-14 12:35:31.745682,S0000284725,/blog/article-2,referral,desktop,43,0
2025-08-14 13:00:40.745682,S0000285939,/blog/article-1,referral,desktop,5,0
2025-08-14 06:48:37.745682,S0000286434,/,organic,tablet,80,0
2025-08-14 18:04:44.745682,S0000287650,/product/checkout,social,mobile,26,0
2025-08-15 01:50:24.745682,S0000288319,/blog/article-1,organic,mobile,137,0
2025-08-14 14:24:33.745682,S0000289961,/contact,organic,desktop,18,0
2025-08-15 02:19:29.745682,S0000290377,/blog/article-1,direct,desktop,8,0
2025-08-14 09:24:42.745682,S0000291373,/blog/article-1,social,mobile,57,0
2025-08-14 09:20:34.745682,S0000292782,/,paid,desktop,28,0
2025-08-14 18:17:54.745682,S0000293984,/,organic,tablet,67,0
2025-08-15 04:00:09.745682,S0000294887,/product/checkout,referral,desktop,126,0
2025-08-14 16:51:19.745682,S0000295529,/blog/article-2,organic,tablet,82,0
2025-08-14 08:41:40.745682,S0000296735,/,paid,tablet,166,0
2025-08-15 04:23:06.745682,S0000297769,/,direct,mobile,14,0
2025-08-14 10:21:36.745682,S0000298043,/product,paid,mobile,42,0
2025-08-15 03:58:35.745682,S0000299022,/product,direct,mobile,85,0
2025-08-15 16:07:30.745682,S0010000185,/,organic,mobile,288,0
2025-08-15 10:40:56.745682,S0010001831,/product,organic,mobile,79,0
2025-08-15 11:43:47.745682,S0010002065,/pricing,direct,mobile,1,0
2025-08-15 07:38:54.745682,S0010003011,/product,organic,tablet,27,0
2025-08-15 06:03:59.745682,S0010004069,/product,social,desktop,35,0
2025-08-15 23:07:58.745682,S0010005226,/,referral,desktop,11,0
2025-08-15 22:32:38.745682,S0010006771,/,organic,desktop,124,0
2025-08-15 23:50:51.745682,S0010007727,/,organic,mobile,3,0
2025-08-15 09:05:58.745682,S0010008593,/blog/article-2,organic,desktop,60,0
2025-08-15 18:29:04.745682,S0010009108,/product,social,desktop,104,0
2025-08-16 03:18:29.745682,S0010010739,/,direct,desktop,27,0
2025-08-15 11:36:20.745682,S0010011762,/product,direct,desktop,11,0
2025-08-15 18:29:00.745682,S0010012751,/,referral,tablet,82,0
2025-08-15 05:36:40.745682,S0010013836,/,organic,desktop,1,0
2025-08-15 06:25:26.745682,S0010014629,/,paid,desktop,169,0
2025-08-16 00:14:42.745682,S0010015580,/product,organic,mobile,36,0
2025-08-15 11:55:30.745682,S0010016259,/,social,tablet,90,0
2025-08-15 08:23:42.745682,S0010017685,/blog/article-2,organic,mobile,64,1
2025-08-16 03:05:26.745682,S0010018407,/,organic,desktop,17,1
2025-08-15 09:22:24.745682,S0010019905,/,direct,desktop,89,0
2025-08-15 06:07:56.745682,S0010020695,/,referral,mobile,25,0
2025-08-15 13:10:11.745682,S0010021518,/,organic,mobile,47,0
2025-08-15 22:49:17.745682,S0010022425,/product,direct,mobile,40,1
2025-08-15 12:29:17.745682,S0010023130,/product,organic,desktop,22,1
2025-08-15 16:33:40.745682,S0010024444,/,organic,desktop,17,1
2025-08-15 10:02:55.745682,S0010025288,/blog/article-2,organic,mobile,76,0
2025-08-15 17:02:38.745682,S0010026176,/blog/article-2,organic,desktop,39,0
2025-08-16 03:49:46.745682,S0010027021,/product,referral,desktop,31,0
2025-08-16 01:13:20.745682,S0010028935,/,organic,tablet,94,0
2025-08-15 22:23:27.745682,S0010029276,/,organic,mobile,43,0
2025-08-15 09:41:02.745682,S0010030627,/product,organic,desktop,251,0
2025-08-15 12:44:07.745682,S0010031065,/,paid,tablet,46,0
2025-08-15 10:33:02.745682,S0010032678,/contact,direct,desktop,89,1
2025-08-15 05:21:20.745682,S0010033267,/blog/article-2,organic,mobile,51,0
2025-08-15 06:30:39.745682,S0010034904,/pricing,social,mobile,10,0
2025-08-16 02:03:16.745682,S0010035385,/,direct,tablet,19,1
2025-08-16 04:17:29.745682,S0010036519,/product,referral,desktop,34,0
2025-08-15 06:17:15.745682,S0010037543,/,direct,desktop,267,0
2025-08-15 19:18:05.745682,S0010038669,/blog/article-2,organic,mobile,33,0
2025-08-15 09:08:03.745682,S0010039836,/blog/article-2,paid,mobile,132,0
2025-08-15 13:48:43.745682,S0010040700,/,organic,tablet,7,0
2025-08-15 13:00:19.745682,S0010041449,/product,paid,desktop,40,0
2025-08-15 08:11:32.745682,S0010042797,/,direct,mobile,6,0
2025-08-15 09:40:28.745682,S0010043545,/,paid,mobile,63,0
2025-08-16 03:18:06.745682,S0010044272,/product,paid,tablet,60,0
2025-08-15 04:56:58.745682,S0010045482,/product,organic,desktop,116,0
2025-08-15 10:36:16.745682,S0010046758,/,referral,mobile,43,0
2025-08-16 00:37:15.745682,S0010047312,/,referral,tablet,122,0
2025-08-15 18:47:48.745682,S0010048844,/product,referral,mobile,1,0
2025-08-16 03:47:06.745682,S0010049887,/pricing,organic,desktop,8,0
2025-08-16 00:33:27.745682,S0010050845,/blog/article-1,organic,desktop,1,1
2025-08-15 19:37:18.745682,S0010051943,/product,social,mobile,72,0
2025-08-16 01:44:37.745682,S0010052326,/blog/article-2,paid,mobile,45,0
2025-08-15 20:17:16.745682,S0010053397,/,organic,desktop,18,0
2025-08-15 06:32:25.745682,S0010054375,/,direct,desktop,15,0
2025-08-16 00:28:12.745682,S0010055067,/product,direct,desktop,24,1
2025-08-16 00:20:39.745682,S0010056694,/blog/article-2,direct,desktop,33,0
2025-08-15 12:44:54.745682,S0010057561,/blog/article-2,referral,desktop,14,0
2025-08-16 00:50:21.745682,S0010058200,/product,referral,mobile,126,0
2025-08-15 13:35:03.745682,S0010059423,/,organic,mobile,55,1
2025-08-16 03:30:54.745682,S0010060231,/product/checkout,organic,mobile,61,0
2025-08-15 16:41:24.745682,S0010061539,/,direct,tablet,18,0
2025-08-15 07:45:19.745682,S0010062360,/blog/article-1,referral,desktop,17,0
2025-08-15 12:41:02.745682,S0010063729,/product,organic,desktop,35,0
2025-08-16 01:09:58.745682,S0010064290,/blog/article-1,paid,mobile,46,1
2025-08-15 20:54:46.745682,S0010065135,/,organic,desktop,97,0
2025-08-15 08:08:54.745682,S0010066617,/,social,desktop,5,0
2025-08-15 13:59:12.745682,S0010067788,/,paid,mobile,40,0
2025-08-16 03:18:03.745682,S0010068906,/,organic,desktop,32,0
2025-08-16 02:23:28.745682,S0010069956,/product,referral,desktop,104,1
2025-08-15 05:34:10.745682,S0010070452,/,referral,desktop,17,0
2025-08-15 10:48:39.745682,S0010071851,/product,organic,desktop,36,0
2025-08-15 14:14:31.745682,S0010072411,/blog/article-2,social,desktop,23,0
2025-08-16 00:29:14.745682,S0010073958,/contact,referral,mobile,54,0
2025-08-16 00:08:43.745682,S0010074117,/,organic,desktop,60,0
2025-08-15 13:05:02.745682,S0010075386,/blog/article-2,organic,desktop,32,0
